0.068 9.33268e-05 -3.13483e-06 -2.91221e-06 9.34249e-05
0.069 -2.97236e-05 -1.22729e-05 9.33033e-07 3.21712e-05
0.07 -8.81992e-05 -2.19999e-05 2.7615e-06 9.09435e-05
0.071 3.40486e-05 -3.4082e-05 -1.05632e-06 4.81873e-05
0.072 8.39378e-05 -4.23783e-05 -2.61061e-06 9.40653e-05
0.073 -3.68505e-05 -4.51491e-05 1.1646e-06 5.82903e-05
0.074 -7.87698e-05 -4.74234e-05 2.46997e-06 9.19769e-05
0.075 4.05044e-05 -5.00236e-05 -1.2546e-06 6.43781e-05
0.076 7.45647e-05 -4.84298e-05 -2.3158e-06 8.89421e-05
0.077 -4.26148e-05 -4.19018e-05 1.34144e-06 5.97795e-05
0.078 -6.93217e-05 -3.39742e-05 2.17164e-06 7.723e-05
0.079 4.553e-05 -2.64701e-05 -1.41377e-06 5.26844e-05
0.08 6.52293e-05 -1.78388e-05 -2.03092e-06 6.76551e-05
0.081 -4.69601e-05 -6.0937e-06 1.46673e-06 4.73765e-05
0.082 -6.0017e-05 6.30743e-06 1.87389e-06 6.03766e-05
0.083 4.91546e-05 1.5705e-05 -1.53568e-06 5.16254e-05
0.084 5.58873e-05 2.33662e-05 -1.74943e-06 6.06006e-05
0.085 -4.99585e-05 3.21438e-05 1.55267e-06 5.94263e-05
0.086 -5.08278e-05 3.95115e-05 1.57931e-06 6.43981e-05
0.087 5.15762e-05 4.25698e-05 -1.61855e-06 6.68948e-05
0.088 4.67807e-05 4.29804e-05 -1.46764e-06 6.35445e-05
0.089 -5.20673e-05 4.26276e-05 1.6179e-06 6.73108e-05
0.09 -4.1947e-05 4.0048e-05 1.30032e-06 5.80093e-05
0.091 5.32492e-05 3.4727e-05 -1.66799e-06 6.35942e-05
0.092 3.82944e-05 2.72694e-05 -1.19778e-06 4.70267e-05
0.093 -5.29074e-05 1.81658e-05 1.64759e-06 5.59635e-05
0.094 -3.36734e-05 8.92237e-06 1.0486e-06 3.48512e-05
0.095 5.34316e-05 -4.23133e-07 -1.66374e-06 5.34592e-05
0.096 3.03986e-05 -1.06919e-05 -9.44386e-07 3.2238e-05
0.097 -5.258e-05 -2.07173e-05 1.64538e-06 5.65382e-05
0.098 -2.5913e-05 -2.8819e-05 8.15277e-07 3.87645e-05
0.099 5.27856e-05 -3.50769e-05 -1.63761e-06 6.33987e-05
0.1 2.29361e-05 -3.9809e-05 -7.04237e-07 4.59491e-05
0.101 -5.16215e-05 -4.28777e-05 1.6229e-06 6.71261e-05
0.102 -1.89396e-05 -4.41918e-05 6.00427e-07 4.80831e-05
0.103 5.13921e-05 -4.2243e-05 -1.59537e-06 6.65444e-05
0.104 1.61245e-05 -3.70259e-05 -4.90521e-07 4.03876e-05
0.105 -5.00452e-05 -3.15512e-05 1.57199e-06 5.91817e-05
0.106 -1.24242e-05 -2.576e-05 3.91245e-07 2.86024e-05
0.107 4.95122e-05 -1.668e-05 -1.54181e-06 5.22691e-05
0.108 -0.000697994 0.000410979 0.00013296 0.000820839
